average,city,country,date,day_average_temp,dew_point,dew_highest,high_temp,latitude,longitude,dew_lowest,low_temp,max_wind_speed,precipitation,visibility
41.82,lake marissaton,it,03.01.2021,48.47,41.82,45,54,-21.0114035,19.24853,39,46,26,0,6
64.25,motala,br,03.01.2021,67.5,64.25,66,70,-24.3288385,-25.9689,64,66,10,0,6
33.05,lake joseph,pt,03.01.2021,33.68,33.05,36,36,40.7060475,-81.925382,32,32,9,0,6
37.6,fürstenfeldbruck,mk,03.01.2021,39,37.6,41,41,-30.7559335,-157.882236,36,37,3,0,6
61.09,williamside,au,03.01.2021,65.79,61.09,68,75,33.933665,-131.100639,55,61,15,0,6
37.6,stephanieton,mk,03.01.2021,39,37.6,41,41,-48.7404425,-32.738102,36,37,3,0,6
70.67,ängelholm,dj,03.01.2021,81.67,70.67,72,82,78.64673,158.848164,70,81,10,0,6
54,new karen,za,03.01.2021,60,54,56,65,64.0780805,-22.987202,53,56,10,0,12
37.6,varberg,mk,03.01.2021,39,37.6,41,41,-33.555028,149.193395,36,37,3,0,6
24,angieton,ca,03.01.2021,41,24,25,41,-84.842504,172.61207,23,41,18,0,15
37.6,rostock,mk,03.01.2021,39,37.6,41,41,-60.2272305,133.020806,36,37,3,0,6
42.6,rebeccachester,fr,03.01.2021,45.8,42.6,45,50,80.9446015,-103.870651,39,45,8,0,6
53,kington,ar,03.01.2021,73.57,53,55,79,-87.785413,-22.41121,50,68,12,0,6
52,pegnitz,cl,03.01.2021,61.5,52,52,64,-26.532509,4.634495,52,61,13,0,6
41.82,siegen,it,03.01.2021,48.47,41.82,45,54,-64.258221,-127.31621,39,46,26,0,6
27.31,south phillipmouth,ca,03.01.2021,27.94,27.31,28,28,27.2413765,173.112279,25,27,12,0,9
37.6,neubrandenburg,mk,03.01.2021,39,37.6,41,41,19.2774265,91.588734,36,37,3,0,6
54,lake elizabethhaven,za,03.01.2021,60,54,56,65,27.237909,-79.550084,53,56,10,0,12
44.05,martins,mt,03.01.2021,56,44.05,46,61,79.40019,-158.4807,41,55,17,0,6
72,rosenheim,sv,03.01.2021,74,72,72,75,13.388207,77.191762,72,73,3,0,6
52,farias,cl,03.01.2021,61.5,52,52,64,48.4922215,99.655968,52,61,13,0,6
58.33,west kyleville,in,03.01.2021,69.33,58.33,59,77,80.2259125,33.398756,57,64,14,0,1
32,großenhain,de,03.01.2021,32.5,32,32,34,-57.599429,24.660021,32,32,14,0,4
72,lake amber,br,03.01.2021,81.14,72,72,82,77.652343,110.304212,72,81,15,0,6
34,hofgeismar,by,03.01.2021,34,34,34,34,-78.0780575,-13.562715,34,34,7,0,1
24,wanzleben,ca,03.01.2021,41,24,25,41,-25.7794055,32.860019,23,41,18,0,15
43.7,aimeestad,sy,03.01.2021,45.6,43.7,46,55,72.1783845,-121.730337,41,41,6,0,6
38.7,trelleborg,hr,03.01.2021,40.2,38.7,41,41,-12.1033065,176.356711,37,37,6,0,6
44.05,bad brückenau,mt,03.01.2021,56,44.05,46,61,23.3169535,-178.656945,41,55,17,0,6
24,loveborough,ca,03.01.2021,41,24,25,41,75.1149735,178.849901,23,41,18,0,15
72,hollowayton,sv,03.01.2021,74,72,72,75,17.9217115,-149.66938,72,73,3,0,6
45.46,da conceição de goiás,om,03.01.2021,64.77,45.46,50,75,63.484369,-179.117666,43,57,10,0,6
42.6,lübz,fr,03.01.2021,45.8,42.6,45,50,-89.0738055,34.979477,39,45,8,0,6
35.4,north teresa,fr,03.01.2021,36.15,35.4,36,37,15.4902785,22.56258,34,36,7,0,3
72,lüdenscheid,sv,03.01.2021,74,72,72,75,27.6542035,111.419534,72,73,3,0,6
21,new martin,ca,03.01.2021,22.5,21,23,25,-59.77835,-106.581928,19,21,13,0,15
38.7,heinsberg,hr,03.01.2021,40.2,38.7,41,41,-43.197663,133.193803,37,37,6,0,6
44.05,augsburg,mt,03.01.2021,56,44.05,46,61,-10.1029395,153.631765,41,55,17,0,6
44.05,da cruz,mt,03.01.2021,56,44.05,46,61,-15.418882,-164.782554,41,55,17,0,6
42.6,pittsland,fr,03.01.2021,45.8,42.6,45,50,54.5575005,136.801808,39,45,8,0,6
72,uddevalla,sv,03.01.2021,74,72,72,75,66.1435895,3.821655,72,73,3,0,6
32,silveira do oeste,de,03.01.2021,32.5,32,32,34,86.6854985,160.488037,32,32,14,0,4
41.82,naila,it,03.01.2021,48.47,41.82,45,54,-0.7869585,1.995751,39,46,26,0,6
70.67,richardsonport,dj,03.01.2021,81.67,70.67,72,82,34.705714,86.009816,70,81,10,0,6
27.16,schrobenhausen,lu,03.01.2021,32,27.16,28,32,-27.9944005,131.466452,27,32,10,0,6
37.6,garnerview,mk,03.01.2021,39,37.6,41,41,-26.6469625,19.213625,36,37,3,0,6
37.26,west sandra,ro,03.01.2021,40.65,37.26,45,45,-32.510718,-58.061715,34,39,14,0,6
54,pfaffenhofen an der ilm,za,03.01.2021,60,54,56,65,-76.086942,-75.604281,53,56,10,0,12
52,pereira alegre,cl,03.01.2021,61.5,52,52,64,-9.7694395,10.728387,52,61,13,0,6
43.7,south dylan,sy,03.01.2021,45.6,43.7,46,55,-50.5253045,175.545709,41,41,6,0,6
42.6,west mercedes,fr,03.01.2021,45.8,42.6,45,50,-72.8351335,-17.330559,39,45,8,0,6
22,andrewsberg,fi,03.01.2021,28,22,23,28,41.31875,-31.558166,21,28,8,0,6
70.67,ängelholm,dj,03.01.2021,81.67,70.67,72,82,75.7306975,85.635418,70,81,10,0,6
64.25,east patrickport,br,03.01.2021,67.5,64.25,66,70,10.394864,53.761336,64,66,10,0,6
43.7,henryburgh,sy,03.01.2021,45.6,43.7,46,55,-71.94967,40.275368,41,41,6,0,6
27.16,nguyenhaven,lu,03.01.2021,32,27.16,28,32,53.241567,-56.726165,27,32,10,0,6
27.16,växjö,lu,03.01.2021,32,27.16,28,32,-75.3879325,-168.407039,27,32,10,0,6
41.82,karlstad,it,03.01.2021,48.47,41.82,45,54,-86.726014,21.354471,39,46,26,0,6
43.7,kingfort,sy,03.01.2021,45.6,43.7,46,55,33.659508,-60.600606,41,41,6,0,6
32.7,west john,hu,03.01.2021,39.43,32.7,36,41,-21.846674,106.250786,32,37,16,0,6
38.75,north jennifer,ng,03.01.2021,62.5,38.75,40,66,1.0275895,-12.098616,37,61,0,0,9
20.67,monteiro da mata,es,03.01.2021,25.9,20.67,23,32,14.662275,69.184671,18,23,5,0,6
42.6,simmonsbury,fr,03.01.2021,45.8,42.6,45,50,29.3721265,-113.90386,39,45,8,0,6
64.25,south micheleview,br,03.01.2021,67.5,64.25,66,70,-30.116655,85.277891,64,66,10,0,6
41.82,grimmen,it,03.01.2021,48.47,41.82,45,54,-57.078273,-137.303946,39,46,26,0,6
24,da costa,ca,03.01.2021,41,24,25,41,-54.6464815,-52.446354,23,41,18,0,15
38.75,north christopher,ng,03.01.2021,62.5,38.75,40,66,-37.962632,-108.849015,37,61,0,0,9
55.5,da paz,ar,03.01.2021,72,55.5,58,76,-19.6411085,175.254775,54,66,12,0,9
38.7,mcneilborough,hr,03.01.2021,40.2,38.7,41,41,-54.063789,-134.718715,37,37,6,0,6
37,south michaelborough,gb,03.01.2021,37.89,37,37,39,-10.144573,94.658918,37,37,9,0,6
54,aragão do galho,za,03.01.2021,60,54,56,65,21.3003235,156.850758,53,56,10,0,12
37.6,husum,mk,03.01.2021,39,37.6,41,41,2.3321575,95.537519,36,37,3,0,6
41.82,ramos de araújo,it,03.01.2021,48.47,41.82,45,54,-57.353257,154.28287,39,46,26,0,6
44.05,teixeira,mt,03.01.2021,56,44.05,46,61,31.7603,-93.72414,41,55,17,0,6
38.7,stadtsteinach,hr,03.01.2021,40.2,38.7,41,41,5.9019145,94.486832,37,37,6,0,6
41.82,jülich,it,03.01.2021,48.47,41.82,45,54,84.906677,-12.968805,39,46,26,0,6
72,andrestad,sv,03.01.2021,74,72,72,75,-63.467372,-74.745387,72,73,3,0,6
37.6,port sandra,mk,03.01.2021,39,37.6,41,41,44.77803,124.109597,36,37,3,0,6
52,konstanz,cl,03.01.2021,61.5,52,52,64,-17.2624875,20.150115,52,61,13,0,6
24,teresamouth,ca,03.01.2021,41,24,25,41,68.2449995,-141.190795,23,41,18,0,15
77,lake bryan,gn,03.01.2021,82,77,77,82,48.790383,91.969317,77,82,7,0,2
41.82,luleå,it,03.01.2021,48.47,41.82,45,54,-74.4590715,48.192404,39,46,26,0,6
24,williamsborough,ca,03.01.2021,41,24,25,41,59.4247245,-67.820158,23,41,18,0,15
44.05,göteborg,mt,03.01.2021,56,44.05,46,61,77.0195905,-160.361907,41,55,17,0,6
27.16,monteiro,lu,03.01.2021,32,27.16,28,32,59.889477,46.131206,27,32,10,0,6
31,umeå,ie,03.01.2021,36.2,31,34,38,43.4380415,-7.844835,28,33,9,0,18
43.7,east stevenview,sy,03.01.2021,45.6,43.7,46,55,-89.915512,-144.08674,41,41,6,0,6
24,vohenstrauß,ca,03.01.2021,41,24,25,41,30.1933195,157.256376,23,41,18,0,15
27.16,silveira,lu,03.01.2021,32,27.16,28,32,38.1303585,107.984006,27,32,10,0,6
34,nyköping,by,03.01.2021,34,34,34,34,49.4903245,-162.704607,34,34,7,0,1
27.04,sulzbach-rosenberg,ge,03.01.2021,29.12,27.04,30,34,63.246909,-67.485465,23,25,7,0,6
53,mendes,ar,03.01.2021,73.57,53,55,79,-32.6349915,-139.647764,50,68,12,0,6
64.25,isabelberg,br,03.01.2021,67.5,64.25,66,70,39.1353525,-10.355775,64,66,10,0,6
70.67,lemgo,dj,03.01.2021,81.67,70.67,72,82,-13.8350525,-45.402212,70,81,10,0,6
27.16,garciafort,lu,03.01.2021,32,27.16,28,32,-63.752469,-107.953474,27,32,10,0,6
52,stockholm,cl,03.01.2021,61.5,52,52,64,-89.671054,-86.916383,52,61,13,0,6
24,carvalho,ca,03.01.2021,41,24,25,41,5.5640915,60.391085,23,41,18,0,15
42.33,dias da serra,sy,03.01.2021,62.33,42.33,46,64,34.309055,56.410709,40,60,11,0,9
42.6,piteå,fr,03.01.2021,45.8,42.6,45,50,62.189386,-159.986122,39,45,8,0,6
52,rehau,cl,03.01.2021,61.5,52,52,64,36.7943975,157.520704,52,61,13,0,6
32.7,lima do oeste,hu,03.01.2021,39.43,32.7,36,41,-27.3380725,125.495412,32,37,16,0,6
58.33,hohenstein-ernstthal,in,03.01.2021,69.33,58.33,59,77,69.4798755,131.993847,57,64,14,0,1
24.59,port jennifer,es,03.01.2021,40.36,24.59,34,43,39.5259525,-5.419863,23,39,14,0,6
70.67,chandlerbury,dj,03.01.2021,81.67,70.67,72,82,-45.7956295,78.539244,70,81,10,0,6
54,north lauren,za,03.01.2021,60,54,56,65,78.6551825,-147.740919,53,56,10,0,12
54,south beckyport,za,03.01.2021,60,54,56,65,34.191718,31.501517,53,56,10,0,12
27.16,hildesheim,lu,03.01.2021,32,27.16,28,32,-63.405378,-132.668963,27,32,10,0,6
22,aguirrechester,fi,03.01.2021,28,22,23,28,8.894459,-69.438118,21,28,8,0,6
72,alingsås,sv,03.01.2021,74,72,72,75,64.5712965,-78.976947,72,73,3,0,6
44.05,new troy,mt,03.01.2021,56,44.05,46,61,-67.9943965,71.239032,41,55,17,0,6
64.25,lindahaven,br,03.01.2021,67.5,64.25,66,70,78.1695595,-155.230686,64,66,10,0,6
52,sondershausen,cl,03.01.2021,61.5,52,52,64,-28.394105,87.846836,52,61,13,0,6
44.05,rossburgh,mt,03.01.2021,56,44.05,46,61,-74.5608865,48.033506,41,55,17,0,6
53.75,dias,ml,03.01.2021,71.25,53.75,59,77,32.080777,-178.752321,50,66,5,0,6
64.25,senftenberg,br,03.01.2021,67.5,64.25,66,70,-55.432438,-158.20916,64,66,10,0,6
34,rathenow,by,03.01.2021,34,34,34,34,-4.75592,-83.38326,34,34,7,0,1
72,petersenport,sv,03.01.2021,74,72,72,75,-78.914524,-159.599027,72,73,3,0,6
54,east jeffreyville,za,03.01.2021,60,54,56,65,-86.6946985,49.26612,53,56,10,0,12
27.16,ansbach,lu,03.01.2021,32,27.16,28,32,-45.4832065,-64.141477,27,32,10,0,6
70.67,karlstad,dj,03.01.2021,81.67,70.67,72,82,68.4941145,-97.208906,70,81,10,0,6
72,brianhaven,sv,03.01.2021,74,72,72,75,-42.912416,125.433137,72,73,3,0,6
40.63,duarte de da costa,hr,03.01.2021,56.25,40.63,44,57,-82.6596045,38.128033,38,56,16,0.76,24
64.25,obrienstad,br,03.01.2021,67.5,64.25,66,70,11.915008,-142.086723,64,66,10,0,6
27.16,cardoso de pinto,lu,03.01.2021,32,27.16,28,32,12.1592595,-86.415603,27,32,10,0,6
53.75,south sheila,ml,03.01.2021,71.25,53.75,59,77,23.031946,18.001961,50,66,5,0,6
64.25,north brian,br,03.01.2021,67.5,64.25,66,70,72.290302,-141.788157,64,66,10,0,6
34,new robert,by,03.01.2021,34,34,34,34,54.3729965,-21.341243,34,34,7,0,1
60.12,da costa de da rocha,qa,03.01.2021,68.77,60.12,63,77,-37.2713175,92.563434,54,64,12,0,6
27.81,karlskrona,de,03.01.2021,28.57,27.81,28,30,49.115632,42.176768,27,28,6,0,3
36.33,west luisshire,nl,03.01.2021,38.14,36.33,37,39,-15.82344,41.548026,36,37,10,0,4
0,naila,de,03.01.2021,0,0,0,0,-28.567671,-142.121204,0,0,0,0,0
34,crawfordmouth,by,03.01.2021,34,34,34,34,69.9796685,84.878276,34,34,7,0,1
33,pires,it,03.01.2021,33,33,34,34,73.3829625,80.77332,32,32,2,0,2
38.7,örebro,hr,03.01.2021,40.2,38.7,41,41,72.1618765,149.506157,37,37,6,0,6
72,lidingö,sv,03.01.2021,74,72,72,75,-55.971043,-59.803189,72,73,3,0,6
52,correia paulista,cl,03.01.2021,61.5,52,52,64,75.4112185,-133.290786,52,61,13,0,6
75.57,south mary,au,03.01.2021,80.9,75.57,77,88,0.617453,-169.161839,73,77,10,0,6
38.18,fernandes,mk,03.01.2021,39.45,38.18,45,45,72.6234475,-98.865968,36,37,3,0,6
42.36,south kaylaview,fr,03.01.2021,46.18,42.36,45,50,-75.0591495,44.0703,39,45,8,0,6
42.05,gransee,it,03.01.2021,48.21,42.05,45,54,-25.331567,75.02166,39,46,26,0,6
58.5,varberg,in,03.01.2021,71.5,58.5,59,78,30.5976225,-124.742342,57,64,14,0,1
64.25,aurich,br,03.01.2021,67.5,64.25,66,70,-37.779843,-95.058435,64,66,10,0,6
58.5,cooperfurt,in,03.01.2021,71.5,58.5,59,78,37.0110205,57.120651,57,64,14,0,1
70.67,motala,dj,03.01.2021,81.67,70.67,72,82,-72.2517395,-104.269407,70,81,10,0,6
64.25,sternberg,br,03.01.2021,67.5,64.25,66,70,24.146502,165.708709,64,66,10,0,6
70.67,moreira dos dourados,dj,03.01.2021,81.67,70.67,72,82,79.07617,83.286193,70,81,10,0,6
34.57,lake sergio,be,03.01.2021,36.1,34.57,36,37,52.7228275,-112.430392,34,36,6,0,3
43.45,port gavin,sy,03.01.2021,46.82,43.45,46,59,16.4268615,18.132805,41,41,6,0,6
27.16,mölndal,lu,03.01.2021,32,27.16,28,32,-72.638575,158.343194,27,32,10,0,6
72,arnstadt,sv,03.01.2021,74,72,72,75,-31.393184,-101.990832,72,73,3,0,6
42.36,skövde,fr,03.01.2021,46.18,42.36,45,50,-0.9477555,106.697997,39,45,8,0,6
24,nyköping,ca,03.01.2021,41,24,25,41,2.732409,147.771047,23,41,18,0,15
67.25,jesus do campo,bj,03.01.2021,76.75,67.25,71,80,43.2324345,179.060949,63,73,9,0,3
38.7,bad kissingen,hr,03.01.2021,40.2,38.7,41,41,32.9109935,49.069426,37,37,6,0,6
64.25,kimberlychester,br,03.01.2021,67.5,64.25,66,70,15.196989,-56.385614,64,66,10,0,6
57.15,luckau,za,03.01.2021,64.62,57.15,59,73,-13.6414515,-66.108045,55,59,12,0,6
70.67,hersbruck,dj,03.01.2021,81.67,70.67,72,82,26.94546,30.879711,70,81,10,0,6
72.76,motala,ph,03.01.2021,78.24,72.76,75,82,-2.946838,-44.389063,70,75,7,0,6
44.05,caldeira da prata,mt,03.01.2021,56,44.05,46,61,-31.8888665,72.646777,41,55,17,0,6
33.05,port laurafurt,pt,03.01.2021,33.68,33.05,36,36,-50.5658325,43.871129,32,32,9,0,6
25.08,lake nathaniel,jp,03.01.2021,38.08,25.08,28,43,73.6196585,25.405486,23,28,12,0,6
42.05,west thomasside,it,03.01.2021,48.21,42.05,45,54,6.316857,-62.684398,39,46,26,0,6
-34.97,nascimento da prata,mn,03.01.2021,-27.24,-34.97,-22,-15,33.4563115,-59.187932,-45,-36,7,0,6
61.05,nürtingen,au,03.01.2021,65.93,61.05,68,75,23.2336465,-170.922198,55,61,15,0,6
52,jennifertown,cl,03.01.2021,61.14,52,52,64,63.64642,-86.547325,52,59,13,0,6
64.25,gomezchester,br,03.01.2021,67.5,64.25,66,70,-89.319567,-151.71808,64,66,10,0,6
24,grimmen,ca,03.01.2021,41,24,25,41,0.9140535,42.567276,23,41,18,0,15
27.31,south anthony,ca,03.01.2021,27.94,27.31,28,28,4.058259,89.448032,25,27,12,0,9
44.05,bischofswerda,mt,03.01.2021,56,44.05,46,61,-72.6924525,89.637467,41,55,17,0,6
38.82,martins,hr,03.01.2021,40.27,38.82,41,41,55.626093,172.556946,37,37,6,0,6
48,north justin,cm,03.01.2021,81.67,48,50,88,1.003335,-77.422056,46,75,5,0,6
42.05,lidingö,it,03.01.2021,48.21,42.05,45,54,89.1178625,96.860805,39,46,26,0,6
63.2,nascimento de fogaça,mw,03.01.2021,68.8,63.2,64,72,44.1869225,-39.614198,63,64,14,0,6
33.05,costa verde,pt,03.01.2021,33.68,33.05,36,36,-12.5040395,-42.421461,32,32,9,0,6
64.25,melissabury,br,03.01.2021,67.5,64.25,66,70,23.103981,161.363578,64,66,10,0,6
42.05,augsburg,it,03.01.2021,48.21,42.05,45,54,89.6038925,49.337554,39,46,26,0,6
64.22,kellichester,br,03.01.2021,67.33,64.22,66,70,-61.5070845,172.27159,64,66,10,0,6
70.67,nyköping,dj,03.01.2021,81.67,70.67,72,82,-75.3575295,114.875066,70,81,10,0,6
44.05,falun,mt,03.01.2021,56,44.05,46,61,71.0999505,-18.847329,41,55,17,0,6
70.67,correia de farias,dj,03.01.2021,81.67,70.67,72,82,68.3986695,-30.997475,70,81,10,0,6
52,east julieville,cl,03.01.2021,60.63,52,52,64,-17.954284,58.861497,52,57,13,0,6
45.43,da cunha,me,03.01.2021,46.95,45.43,48,54,-0.445206,-77.929644,43,46,8,0,6
52,port leslie,cl,03.01.2021,60.63,52,52,64,16.9493875,-77.353502,52,57,13,0,6
58.5,linköping,in,03.01.2021,71.5,58.5,59,78,17.515664,30.535275,57,64,14,0,1
64.25,williamsbury,br,03.01.2021,67.5,64.25,66,70,74.7823655,78.713817,64,66,10,0,6
42.36,ellismouth,fr,03.01.2021,46.18,42.36,45,50,75.3255095,-161.731126,39,45,8,0,6
44.05,east ericburgh,mt,03.01.2021,56,44.05,46,61,64.077371,12.365241,41,55,17,0,6
46.72,viana,pk,03.01.2021,53.45,46.72,52,64,-25.538473,-7.810502,45,48,7,0,2
58.5,eilenburg,in,03.01.2021,71.5,58.5,59,78,51.674915,143.404961,57,64,14,0,1
68,south sonia,mg,03.01.2021,79,68,69,86,-76.1597655,43.786642,67,72,12,0,24
38.82,jonesbury,hr,03.01.2021,40.27,38.82,41,41,-3.600607,-122.361621,37,37,6,0,6
38.7,cardoso,hr,03.01.2021,40.2,38.7,41,41,-17.3491875,-107.437574,37,37,6,0,6
52,sandraview,cl,03.01.2021,61.14,52,52,64,42.8052585,-10.317071,52,59,13,0,6
64.25,eskilstuna,br,03.01.2021,67.5,64.25,66,70,-40.111862,167.446564,64,66,10,0,6
24.33,rocha,ca,03.01.2021,41,24.33,25,41,-13.2384875,76.101718,23,41,18,0,15
52,lake john,cl,03.01.2021,60.63,52,52,64,7.324097,-3.171844,52,57,13,0,6
38.18,sankt goar,mk,03.01.2021,39.45,38.18,45,45,52.6440905,137.891777,36,37,3,0,6
62.14,lake christopher,py,03.01.2021,74.43,62.14,64,77,-11.9675995,40.446481,61,73,6,0,6
42.36,hohenmölsen,fr,03.01.2021,46.18,42.36,45,50,24.118305,13.299989,39,45,8,0,6
34,scottport,by,03.01.2021,34,34,34,34,-41.3940025,-70.58731,34,34,7,0,1
72,garystad,sv,03.01.2021,74,72,72,75,-1.5492505,76.879385,72,73,3,0,6
44.05,east chrisfort,mt,03.01.2021,56,44.05,46,61,-32.042319,-154.64571,41,55,17,0,6
27.16,pollardmouth,lu,03.01.2021,32,27.16,28,32,-85.02497,15.365548,27,32,10,0,6
27.16,jüterbog,lu,03.01.2021,32,27.16,28,32,-59.1678705,-88.241772,27,32,10,0,6
72,greifswald,sv,03.01.2021,74,72,72,75,87.852946,12.889349,72,73,3,0,6
35.5,north tommy,fr,03.01.2021,36.23,35.5,37,37,38.620396,-5.56116,34,36,7,0,3
56.25,lake tyler,in,03.01.2021,72.5,56.25,60,85,54.155462,-60.193768,53,59,5,0,2
38.18,kassel,mk,03.01.2021,39.45,38.18,45,45,-4.3510895,31.017475,36,37,3,0,6
42.05,south kimberlyburgh,it,03.01.2021,48.21,42.05,45,54,-58.9998075,-95.586162,39,46,26,0,6
42.36,mühldorf am inn,fr,03.01.2021,46.18,42.36,45,50,-50.273239,-122.865088,39,45,8,0,6
44.05,hinesbury,mt,03.01.2021,56,44.05,46,61,-22.12951,53.391333,41,55,17,0,6
52,north amyville,cl,03.01.2021,61.14,52,52,64,82.397368,-68.679301,52,59,13,0,6
34,kaiserslautern,by,03.01.2021,34,34,34,34,-49.689785,154.977058,34,34,7,0,1
43.45,gießen,sy,03.01.2021,46.82,43.45,46,59,-14.821508,58.89068,41,41,6,0,6
44.05,mallersdorf,mt,03.01.2021,56,44.05,46,61,-43.1329315,-62.937904,41,55,17,0,6
64.22,new lisaburgh,br,03.01.2021,67.33,64.22,66,70,88.210294,-147.289519,64,66,10,0,6
58.5,uddevalla,in,03.01.2021,71.5,58.5,59,78,-17.6830945,141.307554,57,64,14,0,1
54.75,south katherineborough,za,03.01.2021,63,54.75,57,72,4.8810535,-87.046494,53,56,10,0,12
64.25,trelleborg,br,03.01.2021,67.5,64.25,66,70,-1.670894,102.23484,64,66,10,0,6
72,eskilstuna,sv,03.01.2021,74,72,72,75,-6.298162,29.487548,72,73,3,0,6
20.67,north john,es,03.01.2021,25.9,20.67,23,32,-32.366567,62.556841,18,23,5,0,6
39.64,lima da serra,td,03.01.2021,70.18,39.64,46,86,41.5055195,39.819329,32,64,13,0,4
42.36,castro do amparo,fr,03.01.2021,46.18,42.36,45,50,68.683566,93.852966,39,45,8,0,6
43.45,costa da prata,sy,03.01.2021,46.82,43.45,46,59,32.471893,10.380672,41,41,6,0,6
38.7,rebeccaside,hr,03.01.2021,40.2,38.7,41,41,-41.819212,-39.688663,37,37,6,0,6
64.25,bradshawport,br,03.01.2021,67.5,64.25,66,70,25.5671265,69.681262,64,66,10,0,6
42.05,nogueira,it,03.01.2021,48.21,42.05,45,54,65.650586,-42.143075,39,46,26,0,6
43.45,north jill,sy,03.01.2021,46.82,43.45,46,59,13.662158,-153.0658,41,41,6,0,6
64.22,landskrona,br,03.01.2021,67.33,64.22,66,70,-34.7286395,128.182342,64,66,10,0,6
52,uppsala,cl,03.01.2021,61.14,52,52,64,-60.702721,56.814622,52,59,13,0,6
44.05,weißenfels,mt,03.01.2021,56,44.05,46,61,29.493008,-84.953814,41,55,17,0,6
64.25,singhburgh,br,03.01.2021,67.5,64.25,66,70,-17.0870605,76.43281,64,66,10,0,6
66.19,rocha do oeste,in,03.01.2021,78.67,66.19,68,84,-66.340188,11.962078,64,73,10,0,1
54.75,viana,in,03.01.2021,55.5,54.75,59,60,79.3608105,-75.817022,49,51,7,0.98,0.62
58.5,allisonside,in,03.01.2021,71.5,58.5,59,78,-46.265139,59.937717,57,64,14,0,1
44.05,helsingborg,mt,03.01.2021,56,44.05,46,61,-33.3118835,35.113814,41,55,17,0,6
43.45,kevinhaven,sy,03.01.2021,46.82,43.45,46,59,68.165114,-29.409425,41,41,6,0,6
72,michaelville,sv,03.01.2021,74,72,72,75,41.231469,110.574003,72,73,3,0,6
27.16,moreira dos dourados,lu,03.01.2021,32,27.16,28,32,83.7320035,0.277509,27,32,10,0,6
28.86,hammelburg,de,03.01.2021,35.86,28.86,30,37,6.266583,86.70006,27,34,12,0,6
31.68,vieira de rocha,by,03.01.2021,31.81,31.68,32,32,28.192378,149.285195,30,30,13,0,3
70.67,pereira,dj,03.01.2021,81.67,70.67,72,82,-89.554484,-32.762144,70,81,10,0,6
52,karlskrona,cl,03.01.2021,60.63,52,52,64,-33.277336,-43.066444,52,57,13,0,6
64.25,moraes,br,03.01.2021,67.5,64.25,66,70,-71.3744635,-48.829397,64,66,10,0,6
70.67,borås,dj,03.01.2021,81.67,70.67,72,82,40.340341,-125.69889,70,81,10,0,6
38.7,alves de nogueira,hr,03.01.2021,40.2,38.7,41,41,73.586329,55.478148,37,37,6,0,6
39.64,da mota,td,03.01.2021,70.18,39.64,46,86,55.7178665,67.761287,32,64,13,0,4
22.08,traceyburgh,fi,03.01.2021,28,22.08,23,28,16.972681,95.232106,21,28,8,0,6
-34.97,carvalho de da rosa,mn,03.01.2021,-27.24,-34.97,-22,-15,-86.2560595,-77.093262,-45,-36,7,0,6
34,umeå,by,03.01.2021,34,34,34,34,63.8256695,-120.757135,34,34,7,0,1
43.45,new sean,sy,03.01.2021,46.82,43.45,46,59,69.692136,107.838821,41,41,6,0,6
58.5,ludwigsburg,in,03.01.2021,71.5,58.5,59,78,-51.0785215,-5.486006,57,64,14,0,1
44.05,eskilstuna,mt,03.01.2021,56,44.05,46,61,83.8330625,47.747823,41,55,17,0,6
46.72,peine,pk,03.01.2021,53.45,46.72,52,64,-60.255992,-67.309955,45,48,7,0,2
52,williamsstad,cl,03.01.2021,60.63,52,52,64,-39.878328,-106.4344,52,57,13,0,6
-19,burg,mn,03.01.2021,-7.67,-19,-17,-3,27.391577,-43.445624,-21,-12,7,0,31
52,södertälje,cl,03.01.2021,61.14,52,52,64,-24.6614,175.445084,52,59,13,0,6
58.5,landskrona,in,03.01.2021,71.5,58.5,59,78,10.302258,-50.398582,57,64,14,0,1
63.5,dias do galho,jm,03.01.2021,75,63.5,64,75,46.9649035,-84.89621,63,75,10,0,6
62.14,lake christophertown,py,03.01.2021,74.43,62.14,64,77,-44.386576,-18.702105,61,73,6,0,6
48,correia do norte,cm,03.01.2021,81.67,48,50,88,79.912263,178.449679,46,75,5,0,6
34,williamsshire,by,03.01.2021,34,34,34,34,84.335005,-125.352758,34,34,7,0,1
52,wendyport,cl,03.01.2021,61.14,52,52,64,-32.4895255,-173.019018,52,59,13,0,6
43.45,ilmenau,sy,03.01.2021,46.82,43.45,46,59,14.703638,158.164879,41,41,6,0,6
61.05,silveira verde,au,03.01.2021,65.93,61.05,68,75,-88.9872045,115.345651,55,61,15,0,6
70,santos grande,dm,03.01.2021,70,70,70,70,-36.4732725,76.334029,70,70,2,0,6
54.75,araújo das flores,za,03.01.2021,63,54.75,57,72,73.815751,42.287811,53,56,10,0,12
72,cooperport,sv,03.01.2021,74,72,72,75,-6.8198905,-28.817195,72,73,3,0,6
52,nunes,cl,03.01.2021,60.63,52,52,64,18.884508,13.022545,52,57,13,0,6
43.45,jensenview,sy,03.01.2021,46.82,43.45,46,59,-87.465183,81.081778,41,41,6,0,6
27.68,da cunha da mata,ie,03.01.2021,30,27.68,30,32,27.8537595,-26.293868,27,28,12,0,6
27.16,cardoso dos dourados,lu,03.01.2021,32,27.16,28,32,57.4957715,61.39999,27,32,10,0,6
